"seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","V10","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr8",20117604,20118298,695,"*","ZF27_neurog2_peak_1223",50,".",6.36532,9.16908,5.09929,95,"Distal Intergenic",8,20262613,20283266,20654,2,"547150","ENSMUST00000150051.7",164968,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20119427,20120269,843,"*","ZF27_neurog2_peak_1224",38,".",5.65807,7.82968,3.87359,194,"Distal Intergenic",8,20262613,20283266,20654,2,"547150","ENSMUST00000150051.7",162997,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20121461,20122011,551,"*","ZF27_neurog2_peak_1225",63,".",7.07258,10.5539,6.39365,340,"Distal Intergenic",8,20262613,20283266,20654,2,"547150","ENSMUST00000150051.7",161255,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20126005,20126558,554,"*","ZF27_neurog2_peak_1226",38,".",5.65807,7.82968,3.87359,347,"Distal Intergenic",8,20262613,20283266,20654,2,"547150","ENSMUST00000150051.7",156708,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20127079,20127390,312,"*","ZF27_neurog2_peak_1227",27,".",4.95081,6.54091,2.73004,230,"Distal Intergenic",8,20262613,20283266,20654,2,"547150","ENSMUST00000150051.7",155876,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20130599,20131126,528,"*","ZF27_neurog2_peak_1228",77,".",7.77984,11.9797,7.74668,327,"Distal Intergenic",8,20262613,20283266,20654,2,"547150","ENSMUST00000150051.7",152140,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20132261,20133248,988,"*","ZF27_neurog2_peak_1229",91,".",8.4871,13.4432,9.14962,480,"Distal Intergenic",8,20262613,20283266,20654,2,"547150","ENSMUST00000150051.7",150018,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20134459,20134883,425,"*","ZF27_neurog2_peak_1230",63,".",7.07258,10.5539,6.39365,86,"Distal Intergenic",8,20262613,20283266,20654,2,"547150","ENSMUST00000150051.7",148383,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20136815,20137115,301,"*","ZF27_neurog2_peak_1231",63,".",7.07258,10.5539,6.39365,140,"Intron (ENSMUST00000096485.5/ENSMUST00000096485.5, intron 1 of 4)",8,20262613,20283266,20654,2,"547150","ENSMUST00000150051.7",146151,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20138133,20138810,678,"*","ZF27_neurog2_peak_1232",91,".",8.4871,13.4432,9.14962,212,"Intron (ENSMUST00000096485.5/ENSMUST00000096485.5, intron 1 of 4)",8,20262613,20283266,20654,2,"547150","ENSMUST00000150051.7",144456,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20139130,20139449,320,"*","ZF27_neurog2_peak_1233",50,".",6.36532,9.16908,5.09929,261,"Intron (ENSMUST00000096485.5/ENSMUST00000096485.5, intron 1 of 4)",8,20262613,20283266,20654,2,"547150","ENSMUST00000150051.7",143817,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20140099,20142199,2101,"*","ZF27_neurog2_peak_1234",91,".",8.4871,13.4432,9.14962,1821,"Exon (ENSMUST00000096485.5/ENSMUST00000096485.5, exon 2 of 5)",8,20262613,20283266,20654,2,"547150","ENSMUST00000150051.7",141067,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20142545,20143027,483,"*","ZF27_neurog2_peak_1235",27,".",4.95081,6.54091,2.73004,63,"Intron (ENSMUST00000096485.5/ENSMUST00000096485.5, intron 2 of 4)",8,20262613,20283266,20654,2,"547150","ENSMUST00000150051.7",140239,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20143568,20144065,498,"*","ZF27_neurog2_peak_1236",91,".",8.4871,13.4432,9.14962,340,"Intron (ENSMUST00000096485.5/ENSMUST00000096485.5, intron 2 of 4)",8,20262613,20283266,20654,2,"547150","ENSMUST00000150051.7",139201,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20145091,20145367,277,"*","ZF27_neurog2_peak_1237",50,".",6.36532,9.16908,5.09929,40,"Intron (ENSMUST00000096485.5/ENSMUST00000096485.5, intron 2 of 4)",8,20262613,20283266,20654,2,"547150","ENSMUST00000150051.7",137899,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20145956,20146876,921,"*","ZF27_neurog2_peak_1238",106,".",9.19436,14.9412,10.6014,380,"Intron (ENSMUST00000096485.5/ENSMUST00000096485.5, intron 3 of 4)",8,20262613,20283266,20654,2,"547150","ENSMUST00000150051.7",136390,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20147285,20147570,286,"*","ZF27_neurog2_peak_1239",16,".",4.24355,5.30939,1.68841,158,"Exon (ENSMUST00000096485.5/ENSMUST00000096485.5, exon 4 of 5)",8,20262613,20283266,20654,2,"547150","ENSMUST00000150051.7",135696,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20148100,20149276,1177,"*","ZF27_neurog2_peak_1240",91,".",8.4871,13.4432,9.14962,959,"Intron (ENSMUST00000096485.5/ENSMUST00000096485.5, intron 4 of 4)",8,20262613,20283266,20654,2,"547150","ENSMUST00000150051.7",133990,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20150512,20150836,325,"*","ZF27_neurog2_peak_1241",16,".",4.24355,5.30939,1.68841,24,"Intron (ENSMUST00000096485.5/ENSMUST00000096485.5, intron 4 of 4)",8,20262613,20283266,20654,2,"547150","ENSMUST00000150051.7",132430,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20259518,20259777,260,"*","ZF27_neurog2_peak_1242",27,".",4.95081,6.54091,2.73004,93,"Distal Intergenic",8,20262613,20283266,20654,2,"547150","ENSMUST00000150051.7",23489,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20265852,20266408,557,"*","ZF27_neurog2_peak_1243",27,".",4.95081,6.54091,2.73004,324,"Intron (ENSMUST00000150051.7/547150, intron 5 of 5)",8,20262613,20283266,20654,2,"547150","ENSMUST00000150051.7",16858,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20267603,20268151,549,"*","ZF27_neurog2_peak_1244",91,".",8.4871,13.4432,9.14962,151,"Exon (ENSMUST00000150051.7/547150, exon 5 of 6)",8,20262613,20283266,20654,2,"547150","ENSMUST00000150051.7",15115,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20269159,20269859,701,"*","ZF27_neurog2_peak_1245",50,".",6.36532,9.16908,5.09929,575,"Exon (ENSMUST00000153748.1/547150, exon 5 of 5)",8,20262613,20283266,20654,2,"547150","ENSMUST00000150051.7",13407,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20270171,20271022,852,"*","ZF27_neurog2_peak_1246",50,".",6.36532,9.16908,5.09929,729,"Exon (ENSMUST00000153748.1/547150, exon 5 of 5)",8,20262613,20283266,20654,2,"547150","ENSMUST00000150051.7",12244,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20273052,20273852,801,"*","ZF27_neurog2_peak_1247",50,".",6.36532,9.16908,5.09929,480,"Intron (ENSMUST00000150051.7/547150, intron 3 of 5)",8,20262613,20283266,20654,2,"547150","ENSMUST00000150051.7",9414,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20275498,20276193,696,"*","ZF27_neurog2_peak_1248",106,".",9.19436,14.9412,10.6014,356,"Intron (ENSMUST00000150051.7/547150, intron 2 of 5)",8,20262613,20283266,20654,2,"547150","ENSMUST00000150051.7",7073,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20278106,20278768,663,"*","ZF27_neurog2_peak_1249",50,".",6.36532,9.16908,5.09929,121,"Exon (ENSMUST00000150051.7/547150, exon 2 of 6)",8,20262613,20283266,20654,2,"547150","ENSMUST00000150051.7",4498,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20279403,20279728,326,"*","ZF27_neurog2_peak_1250",50,".",6.36532,9.16908,5.09929,243,"Intron (ENSMUST00000150051.7/547150, intron 1 of 5)",8,20262613,20283266,20654,2,"547150","ENSMUST00000150051.7",3538,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20280297,20280694,398,"*","ZF27_neurog2_peak_1251",63,".",7.07258,10.5539,6.39365,222,"Promoter (2-3kb)",8,20262613,20283266,20654,2,"547150","ENSMUST00000150051.7",2572,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20282628,20283683,1056,"*","ZF27_neurog2_peak_1252",120,".",9.90162,16.4713,12.0919,324,"Promoter (<=1kb)",8,20262613,20283266,20654,2,"547150","ENSMUST00000150051.7",0,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20284951,20285243,293,"*","ZF27_neurog2_peak_1253",27,".",4.95081,6.54091,2.73004,49,"Promoter (1-2kb)",8,20262613,20283266,20654,2,"547150","ENSMUST00000150051.7",-1685,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20286091,20287707,1617,"*","ZF27_neurog2_peak_1254",91,".",8.4871,13.4432,9.14962,984,"Promoter (2-3kb)",8,20262613,20283266,20654,2,"547150","ENSMUST00000150051.7",-2825,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20288672,20289062,391,"*","ZF27_neurog2_peak_1255",120,".",9.90162,16.4713,12.0919,202,"Intron (ENSMUST00000153748.1/547150, intron 1 of 4)",8,20262613,20283266,20654,2,"547150","ENSMUST00000150051.7",-5406,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20289624,20289895,272,"*","ZF27_neurog2_peak_1256",63,".",7.07258,10.5539,6.39365,156,"Intron (ENSMUST00000153748.1/547150, intron 1 of 4)",8,20262613,20283266,20654,2,"547150","ENSMUST00000150051.7",-6358,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20291338,20291669,332,"*","ZF27_neurog2_peak_1257",38,".",5.65807,7.82968,3.87359,231,"Intron (ENSMUST00000153748.1/547150, intron 1 of 4)",8,20268286,20297432,29147,2,"547150","ENSMUST00000153748.1",5763,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20292471,20292779,309,"*","ZF27_neurog2_peak_1258",27,".",4.95081,6.54091,2.73004,157,"Intron (ENSMUST00000153748.1/547150, intron 1 of 4)",8,20268286,20297432,29147,2,"547150","ENSMUST00000153748.1",4653,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20293207,20293559,353,"*","ZF27_neurog2_peak_1259",27,".",4.95081,6.54091,2.73004,243,"Intron (ENSMUST00000153748.1/547150, intron 1 of 4)",8,20268286,20297432,29147,2,"547150","ENSMUST00000153748.1",3873,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20293980,20294362,383,"*","ZF27_neurog2_peak_1260",16,".",4.24355,5.30939,1.68841,63,"Intron (ENSMUST00000153748.1/547150, intron 1 of 4)",8,20268286,20297432,29147,2,"547150","ENSMUST00000153748.1",3070,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20297637,20298137,501,"*","ZF27_neurog2_peak_1261",50,".",6.36532,9.16908,5.09929,261,"Promoter (<=1kb)",8,20268286,20297432,29147,2,"547150","ENSMUST00000153748.1",-205,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20300207,20300565,359,"*","ZF27_neurog2_peak_1262",16,".",4.24355,5.30939,1.68841,134,"Promoter (2-3kb)",8,20268286,20297432,29147,2,"547150","ENSMUST00000153748.1",-2775,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20302510,20303091,582,"*","ZF27_neurog2_peak_1263",91,".",8.4871,13.4432,9.14962,436,"Distal Intergenic",8,20268286,20297432,29147,2,"547150","ENSMUST00000153748.1",-5078,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20304170,20304704,535,"*","ZF27_neurog2_peak_1264",38,".",5.65807,7.82968,3.87359,415,"Distal Intergenic",8,20268286,20297432,29147,2,"547150","ENSMUST00000153748.1",-6738,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20306255,20306754,500,"*","ZF27_neurog2_peak_1265",63,".",7.07258,10.5539,6.39365,164,"Distal Intergenic",8,20268286,20297432,29147,2,"547150","ENSMUST00000153748.1",-8823,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20309863,20310358,496,"*","ZF27_neurog2_peak_1266",50,".",6.36532,9.16908,5.09929,134,"Distal Intergenic",8,20268286,20297432,29147,2,"547150","ENSMUST00000153748.1",-12431,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20311298,20311799,502,"*","ZF27_neurog2_peak_1267",38,".",5.65807,7.82968,3.87359,296,"Distal Intergenic",8,20268286,20297432,29147,2,"547150","ENSMUST00000153748.1",-13866,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20312701,20313135,435,"*","ZF27_neurog2_peak_1268",27,".",4.95081,6.54091,2.73004,300,"Distal Intergenic",8,20268286,20297432,29147,2,"547150","ENSMUST00000153748.1",-15269,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20318860,20319321,462,"*","ZF27_neurog2_peak_1269",27,".",4.95081,6.54091,2.73004,388,"Distal Intergenic",8,20268286,20297432,29147,2,"547150","ENSMUST00000153748.1",-21428,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20322531,20322887,357,"*","ZF27_neurog2_peak_1270",63,".",7.07258,10.5539,6.39365,80,"Distal Intergenic",8,20268286,20297432,29147,2,"547150","ENSMUST00000153748.1",-25099,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20324858,20325378,521,"*","ZF27_neurog2_peak_1271",27,".",4.95081,6.54091,2.73004,259,"Distal Intergenic",8,20268286,20297432,29147,2,"547150","ENSMUST00000153748.1",-27426,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20328213,20330184,1972,"*","ZF27_neurog2_peak_1272",183,".",12.7306,22.8722,18.3796,979,"Distal Intergenic",8,20268286,20297432,29147,2,"547150","ENSMUST00000153748.1",-30781,"ENSMUSG00000121492","6820431F20Rik","cadherin 11 pseudogene"
"chr8",20330618,20332595,1978,"*","ZF27_neurog2_peak_1273",136,".",10.6089,18.0313,13.6208,405,"Distal Intergenic",8,20337664,20363210,25547,2,"100040599","ENSMUST00000084046.5",30615,"ENSMUSG00000074449","Potefam3a","POTE ankyrin domain family member 3A"
"chr8",20333289,20334856,1568,"*","ZF27_neurog2_peak_1274",77,".",7.77984,11.9797,7.74668,385,"Distal Intergenic",8,20337664,20363210,25547,2,"100040599","ENSMUST00000084046.5",28354,"ENSMUSG00000074449","Potefam3a","POTE ankyrin domain family member 3A"
"chr8",20335802,20337279,1478,"*","ZF27_neurog2_peak_1275",63,".",7.07258,10.5539,6.39365,1000,"Distal Intergenic",8,20337664,20363210,25547,2,"100040599","ENSMUST00000084046.5",25931,"ENSMUSG00000074449","Potefam3a","POTE ankyrin domain family member 3A"
"chr8",20339326,20339945,620,"*","ZF27_neurog2_peak_1276",38,".",5.65807,7.82968,3.87359,340,"Exon (ENSMUST00000084046.5/100040599, exon 9 of 10)",8,20337664,20363210,25547,2,"100040599","ENSMUST00000084046.5",23265,"ENSMUSG00000074449","Potefam3a","POTE ankyrin domain family member 3A"
"chr8",20342703,20343187,485,"*","ZF27_neurog2_peak_1277",63,".",7.07258,10.5539,6.39365,147,"Intron (ENSMUST00000084046.5/100040599, intron 7 of 9)",8,20337664,20363210,25547,2,"100040599","ENSMUST00000084046.5",20023,"ENSMUSG00000074449","Potefam3a","POTE ankyrin domain family member 3A"
"chr8",20343836,20345421,1586,"*","ZF27_neurog2_peak_1278",50,".",6.36532,9.16908,5.09929,1350,"Intron (ENSMUST00000084046.5/100040599, intron 6 of 9)",8,20337664,20363210,25547,2,"100040599","ENSMUST00000084046.5",17789,"ENSMUSG00000074449","Potefam3a","POTE ankyrin domain family member 3A"
"chr8",20345960,20346553,594,"*","ZF27_neurog2_peak_1279",38,".",5.65807,7.82968,3.87359,486,"Intron (ENSMUST00000084046.5/100040599, intron 6 of 9)",8,20337664,20363210,25547,2,"100040599","ENSMUST00000084046.5",16657,"ENSMUSG00000074449","Potefam3a","POTE ankyrin domain family member 3A"
"chr8",20350181,20350648,468,"*","ZF27_neurog2_peak_1280",91,".",8.4871,13.4432,9.14962,261,"Intron (ENSMUST00000084046.5/100040599, intron 6 of 9)",8,20337664,20363210,25547,2,"100040599","ENSMUST00000084046.5",12562,"ENSMUSG00000074449","Potefam3a","POTE ankyrin domain family member 3A"
"chr8",20352012,20352409,398,"*","ZF27_neurog2_peak_1281",50,".",6.36532,9.16908,5.09929,115,"Intron (ENSMUST00000084046.5/100040599, intron 6 of 9)",8,20337664,20363210,25547,2,"100040599","ENSMUST00000084046.5",10801,"ENSMUSG00000074449","Potefam3a","POTE ankyrin domain family member 3A"
"chr8",20353624,20353870,247,"*","ZF27_neurog2_peak_1282",27,".",4.95081,6.54091,2.73004,46,"Intron (ENSMUST00000084046.5/100040599, intron 6 of 9)",8,20337664,20363210,25547,2,"100040599","ENSMUST00000084046.5",9340,"ENSMUSG00000074449","Potefam3a","POTE ankyrin domain family member 3A"
"chr8",20354753,20355204,452,"*","ZF27_neurog2_peak_1283",38,".",5.65807,7.82968,3.87359,306,"Intron (ENSMUST00000084046.5/100040599, intron 6 of 9)",8,20337664,20363210,25547,2,"100040599","ENSMUST00000084046.5",8006,"ENSMUSG00000074449","Potefam3a","POTE ankyrin domain family member 3A"
"chr8",20355895,20356641,747,"*","ZF27_neurog2_peak_1284",50,".",6.36532,9.16908,5.09929,111,"Exon (ENSMUST00000084046.5/100040599, exon 6 of 10)",8,20337664,20363210,25547,2,"100040599","ENSMUST00000084046.5",6569,"ENSMUSG00000074449","Potefam3a","POTE ankyrin domain family member 3A"
"chr8",20357320,20358263,944,"*","ZF27_neurog2_peak_1285",77,".",7.77984,11.9797,7.74668,193,"Exon (ENSMUST00000084046.5/100040599, exon 4 of 10)",8,20337664,20363210,25547,2,"100040599","ENSMUST00000084046.5",4947,"ENSMUSG00000074449","Potefam3a","POTE ankyrin domain family member 3A"
"chr8",20360834,20361213,380,"*","ZF27_neurog2_peak_1286",38,".",5.65807,7.82968,3.87359,320,"Promoter (1-2kb)",8,20337664,20363210,25547,2,"100040599","ENSMUST00000084046.5",1997,"ENSMUSG00000074449","Potefam3a","POTE ankyrin domain family member 3A"
"chr8",20362370,20365092,2723,"*","ZF27_neurog2_peak_1287",77,".",7.77984,11.9797,7.74668,1641,"Promoter (<=1kb)",8,20337664,20363210,25547,2,"100040599","ENSMUST00000084046.5",0,"ENSMUSG00000074449","Potefam3a","POTE ankyrin domain family member 3A"
"chr8",20366725,20368528,1804,"*","ZF27_neurog2_peak_1288",50,".",6.36532,9.16908,5.09929,1490,"Distal Intergenic",8,20337664,20363210,25547,2,"100040599","ENSMUST00000084046.5",-3515,"ENSMUSG00000074449","Potefam3a","POTE ankyrin domain family member 3A"
"chr8",20368901,20369495,595,"*","ZF27_neurog2_peak_1289",27,".",4.95081,6.54091,2.73004,148,"Distal Intergenic",8,20337664,20363210,25547,2,"100040599","ENSMUST00000084046.5",-5691,"ENSMUSG00000074449","Potefam3a","POTE ankyrin domain family member 3A"
"chr8",20371931,20372744,814,"*","ZF27_neurog2_peak_1290",27,".",4.95081,6.54091,2.73004,228,"Distal Intergenic",8,20337664,20363210,25547,2,"100040599","ENSMUST00000084046.5",-8721,"ENSMUSG00000074449","Potefam3a","POTE ankyrin domain family member 3A"
"chr8",20373239,20374426,1188,"*","ZF27_neurog2_peak_1291",27,".",4.95081,6.54091,2.73004,483,"Distal Intergenic",8,20337664,20363210,25547,2,"100040599","ENSMUST00000084046.5",-10029,"ENSMUSG00000074449","Potefam3a","POTE ankyrin domain family member 3A"
"chr8",20374747,20375687,941,"*","ZF27_neurog2_peak_1292",50,".",6.36532,9.16908,5.09929,56,"Distal Intergenic",8,20337664,20363210,25547,2,"100040599","ENSMUST00000084046.5",-11537,"ENSMUSG00000074449","Potefam3a","POTE ankyrin domain family member 3A"
"chr8",20375989,20376356,368,"*","ZF27_neurog2_peak_1293",91,".",8.4871,13.4432,9.14962,70,"Distal Intergenic",8,20337664,20363210,25547,2,"100040599","ENSMUST00000084046.5",-12779,"ENSMUSG00000074449","Potefam3a","POTE ankyrin domain family member 3A"
"chr8",20377228,20377804,577,"*","ZF27_neurog2_peak_1294",27,".",4.95081,6.54091,2.73004,36,"Distal Intergenic",8,20337664,20363210,25547,2,"100040599","ENSMUST00000084046.5",-14018,"ENSMUSG00000074449","Potefam3a","POTE ankyrin domain family member 3A"
"chr8",20378086,20379108,1023,"*","ZF27_neurog2_peak_1295",50,".",6.36532,9.16908,5.09929,344,"Distal Intergenic",8,20337664,20363210,25547,2,"100040599","ENSMUST00000084046.5",-14876,"ENSMUSG00000074449","Potefam3a","POTE ankyrin domain family member 3A"
"chr8",20379528,20380217,690,"*","ZF27_neurog2_peak_1296",151,".",11.3161,19.6192,15.1778,298,"Distal Intergenic",8,20337664,20363210,25547,2,"100040599","ENSMUST00000084046.5",-16318,"ENSMUSG00000074449","Potefam3a","POTE ankyrin domain family member 3A"
"chr8",20380614,20381284,671,"*","ZF27_neurog2_peak_1297",50,".",6.36532,9.16908,5.09929,300,"Exon (ENSMUST00000212475.1/ENSMUST00000212475.1, exon 1 of 1)",8,20337664,20363210,25547,2,"100040599","ENSMUST00000084046.5",-17404,"ENSMUSG00000074449","Potefam3a","POTE ankyrin domain family member 3A"
"chr8",20382142,20382736,595,"*","ZF27_neurog2_peak_1298",27,".",4.95081,6.54091,2.73004,357,"Distal Intergenic",8,20337664,20363210,25547,2,"100040599","ENSMUST00000084046.5",-18932,"ENSMUSG00000074449","Potefam3a","POTE ankyrin domain family member 3A"
"chr8",20383149,20383959,811,"*","ZF27_neurog2_peak_1299",27,".",4.95081,6.54091,2.73004,190,"Distal Intergenic",8,20337664,20363210,25547,2,"100040599","ENSMUST00000084046.5",-19939,"ENSMUSG00000074449","Potefam3a","POTE ankyrin domain family member 3A"
"chr8",20384766,20385072,307,"*","ZF27_neurog2_peak_1300",27,".",4.95081,6.54091,2.73004,142,"Distal Intergenic",8,20337664,20363210,25547,2,"100040599","ENSMUST00000084046.5",-21556,"ENSMUSG00000074449","Potefam3a","POTE ankyrin domain family member 3A"
"chr8",20386051,20386854,804,"*","ZF27_neurog2_peak_1301",63,".",7.07258,10.5539,6.39365,703,"Exon (ENSMUST00000140111.7/381598, exon 6 of 6)",8,20337664,20363210,25547,2,"100040599","ENSMUST00000084046.5",-22841,"ENSMUSG00000074449","Potefam3a","POTE ankyrin domain family member 3A"
"chr8",20388983,20389482,500,"*","ZF27_neurog2_peak_1302",91,".",8.4871,13.4432,9.14962,402,"Intron (ENSMUST00000140111.7/381598, intron 5 of 5)",8,20395392,20410565,15174,2,"381598","ENSMUST00000139264.1",21083,"ENSMUSG00000121345","2610005L07Rik","cadherin 11 pseudogene"
"chr8",20391112,20391402,291,"*","ZF27_neurog2_peak_1303",16,".",4.24355,5.30939,1.68841,259,"Intron (ENSMUST00000140111.7/381598, intron 5 of 5)",8,20395392,20410565,15174,2,"381598","ENSMUST00000139264.1",19163,"ENSMUSG00000121345","2610005L07Rik","cadherin 11 pseudogene"
"chr8",20395409,20395944,536,"*","ZF27_neurog2_peak_1304",77,".",7.77984,11.9797,7.74668,310,"Exon (ENSMUST00000139264.1/381598, exon 5 of 5)",8,20395392,20410565,15174,2,"381598","ENSMUST00000139264.1",14621,"ENSMUSG00000121345","2610005L07Rik","cadherin 11 pseudogene"
"chr8",20397743,20398449,707,"*","ZF27_neurog2_peak_1305",50,".",6.36532,9.16908,5.09929,344,"Intron (ENSMUST00000140111.7/381598, intron 5 of 5)",8,20395392,20410565,15174,2,"381598","ENSMUST00000139264.1",12116,"ENSMUSG00000121345","2610005L07Rik","cadherin 11 pseudogene"
"chr8",20399478,20400907,1430,"*","ZF27_neurog2_peak_1306",63,".",7.07258,10.5539,6.39365,1212,"Intron (ENSMUST00000140111.7/381598, intron 4 of 5)",8,20395392,20410565,15174,2,"381598","ENSMUST00000139264.1",9658,"ENSMUSG00000121345","2610005L07Rik","cadherin 11 pseudogene"
"chr8",20402659,20403236,578,"*","ZF27_neurog2_peak_1307",77,".",7.77984,11.9797,7.74668,449,"Intron (ENSMUST00000140111.7/381598, intron 3 of 5)",8,20395392,20410565,15174,2,"381598","ENSMUST00000139264.1",7329,"ENSMUSG00000121345","2610005L07Rik","cadherin 11 pseudogene"
"chr8",20403957,20404379,423,"*","ZF27_neurog2_peak_1308",38,".",5.65807,7.82968,3.87359,256,"Intron (ENSMUST00000140111.7/381598, intron 3 of 5)",8,20395392,20410565,15174,2,"381598","ENSMUST00000139264.1",6186,"ENSMUSG00000121345","2610005L07Rik","cadherin 11 pseudogene"
"chr8",20404963,20405885,923,"*","ZF27_neurog2_peak_1309",63,".",7.07258,10.5539,6.39365,57,"Exon (ENSMUST00000140111.7/381598, exon 3 of 6)",8,20395392,20410565,15174,2,"381598","ENSMUST00000139264.1",4680,"ENSMUSG00000121345","2610005L07Rik","cadherin 11 pseudogene"
"chr8",20406545,20406908,364,"*","ZF27_neurog2_peak_1310",50,".",6.36532,9.16908,5.09929,232,"Intron (ENSMUST00000140111.7/381598, intron 2 of 5)",8,20395392,20410565,15174,2,"381598","ENSMUST00000139264.1",3657,"ENSMUSG00000121345","2610005L07Rik","cadherin 11 pseudogene"
"chr8",20407600,20407885,286,"*","ZF27_neurog2_peak_1311",38,".",5.65807,7.82968,3.87359,195,"Promoter (2-3kb)",8,20395392,20410565,15174,2,"381598","ENSMUST00000139264.1",2680,"ENSMUSG00000121345","2610005L07Rik","cadherin 11 pseudogene"
"chr8",20409939,20411652,1714,"*","ZF27_neurog2_peak_1312",106,".",9.19436,14.9412,10.6014,128,"Promoter (<=1kb)",8,20395392,20410565,15174,2,"381598","ENSMUST00000139264.1",0,"ENSMUSG00000121345","2610005L07Rik","cadherin 11 pseudogene"
"chr8",20413649,20414952,1304,"*","ZF27_neurog2_peak_1313",50,".",6.36532,9.16908,5.09929,553,"Intron (ENSMUST00000140111.7/381598, intron 1 of 5)",8,20395392,20410565,15174,2,"381598","ENSMUST00000139264.1",-3084,"ENSMUSG00000121345","2610005L07Rik","cadherin 11 pseudogene"
"chr8",20416426,20417173,748,"*","ZF27_neurog2_peak_1314",27,".",4.95081,6.54091,2.73004,37,"Intron (ENSMUST00000140111.7/381598, intron 1 of 5)",8,20395392,20410565,15174,2,"381598","ENSMUST00000139264.1",-5861,"ENSMUSG00000121345","2610005L07Rik","cadherin 11 pseudogene"
