"seqnames","start","end","width","strand","V4.name","V5.score","V6.strand","V7.signalValue","V8.pValue","V9.qValue","V10.peak","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr8",71367192,71367436,245,"*","ZF11_Nfiabx_peak_6329",115,".",8.14045,15.2565,11.5908,237,"Promoter (<=1kb)",8,71367217,71369732,2516,1,"67023","ENSMUST00000019169.7",0,"ENSMUSG00000002395","Use1","unconventional SNARE in the ER 1 homolog (S. cerevisiae)"
"chr8",71371306,71371631,326,"*","ZF11_Nfiabx_peak_6330",187,".",10.7111,22.6181,18.732,123,"Promoter (<=1kb)",8,71371339,71373689,2351,1,"77090","ENSMUST00000002469.8",0,"ENSMUSG00000002396","Ocel1","occludin/ELL domain containing 1"
"chr8",71463218,71464909,1692,"*","ZF11_Nfiabx_peak_6331",265,".",13.2818,30.5958,26.5588,1411,"Promoter (<=1kb)",8,71456705,71463655,6951,2,"64296","ENSMUST00000008094.9",0,"ENSMUSG00000007950","Abhd8","abhydrolase domain containing 8"
"chr8",71495106,71495350,245,"*","ZF11_Nfiabx_peak_6333",138,".",8.99734,17.6322,13.8819,127,"Intron (ENSMUST00000150969.7/70359, intron 9 of 10)",8,71489459,71491411,1953,1,"70359","ENSMUST00000146551.1",5647,"ENSMUSG00000007610","Gtpbp3","GTP binding protein 3"
"chr8",71568424,71570865,2442,"*","ZF11_Nfiabx_peak_6335",529,".",20.9938,57.2187,52.9308,1913,"Promoter (<=1kb)",8,71568882,71586705,17824,1,"26457","ENSMUST00000212889.1",0,"ENSMUSG00000031808","Slc27a1","solute carrier family 27 (fatty acid transporter), member 1"
"chr8",71572731,71573240,510,"*","ZF11_Nfiabx_peak_6336",83,".",6.85512,11.8621,8.35364,344,"Promoter (2-3kb)",8,71570655,71582449,11795,1,"26457","ENSMUST00000211886.1",2076,"ENSMUSG00000031808","Slc27a1","solute carrier family 27 (fatty acid transporter), member 1"
"chr8",71610964,71611252,289,"*","ZF11_Nfiabx_peak_6337",73,".",6.42667,10.7808,7.3344,373,"Promoter (<=1kb)",8,71610998,71624911,13914,1,"234407","ENSMUST00000047903.9",0,"ENSMUSG00000034807","Colgalt1","collagen beta(1-O)galactosyltransferase 1"
"chr8",71908629,71908856,228,"*","ZF11_Nfiabx_peak_6345",53,".",5.56978,8.70334,5.39692,118,"Promoter (<=1kb)",8,71908635,71932495,23861,1,"170938","ENSMUST00000131544.7",0,"ENSMUSG00000066880","Zfp617","zinc finger protein 617"
"chr8",72160945,72161528,584,"*","ZF11_Nfiabx_peak_6346",306,".",14.5671,34.7771,30.6817,241,"Promoter (<=1kb)",8,72161200,72183904,22705,1,"17274","ENSMUST00000003121.8",0,"ENSMUSG00000003037","Rab8a","RAB8A, member RAS oncogene family"
"chr8",72239669,72240297,629,"*","ZF11_Nfiabx_peak_6347",174,".",10.2827,21.3444,17.4888,213,"Promoter (<=1kb)",8,72240018,72257385,17368,1,"11767","ENSMUST00000003117.14",0,"ENSMUSG00000003033","Ap1m1","adaptor-related protein complex AP-1, mu subunit 1"
"chr8",72646297,72646836,540,"*","ZF11_Nfiabx_peak_6349",73,".",6.42667,10.7808,7.3344,141,"Promoter (<=1kb)",8,72646711,72693713,47003,1,"319555","ENSMUST00000161386.7",0,"ENSMUSG00000048148","Nwd1","NACHT and WD repeat domain containing 1"
"chr8",72655153,72655648,496,"*","ZF11_Nfiabx_peak_6350",94,".",7.28356,12.9693,9.40496,139,"Promoter (1-2kb)",8,72657086,72708033,50948,1,"319555","ENSMUST00000160912.1",-1438,"ENSMUSG00000048148","Nwd1","NACHT and WD repeat domain containing 1"
"chr8",75033431,75034100,670,"*","ZF11_Nfiabx_peak_6352",944,".",31.7049,98.829,94.4099,367,"Promoter (<=1kb)",8,75033705,75070121,36417,1,"21968","ENSMUST00000165630.2",0,"ENSMUSG00000042870","Tom1","target of myb1 trafficking protein"
"chr8",76902007,76902569,563,"*","ZF11_Nfiabx_peak_6354",104,".",7.71201,14.1013,10.4844,312,"Promoter (<=1kb)",8,76902288,77242996,340709,1,"110784","ENSMUST00000148106.7",0,"ENSMUSG00000031618","Nr3c2","nuclear receptor subfamily 3, group C, member 2"
"chr8",78508986,78509322,337,"*","ZF11_Nfiabx_peak_6358",36,".",4.71289,6.75304,3.61141,165,"Promoter (<=1kb)",8,78509346,78712757,203412,1,"76775","ENSMUST00000211332.1",-24,"ENSMUSG00000031684","Slc10a7","solute carrier family 10 (sodium/bile acid cotransporter family), member 7"
"chr8",78742219,78742904,686,"*","ZF11_Nfiabx_peak_6359",138,".",8.99734,17.6322,13.8819,294,"Distal Intergenic",8,78697174,78728576,31403,1,"76775","ENSMUST00000210132.1",45045,"ENSMUSG00000031684","Slc10a7","solute carrier family 10 (sodium/bile acid cotransporter family), member 7"
"chr8",79350024,79350403,380,"*","ZF11_Nfiabx_peak_6360",53,".",5.56978,8.70334,5.39692,415,"Promoter (<=1kb)",8,79343673,79350051,6379,2,"17125","ENSMUST00000210678.1",0,"ENSMUSG00000031681","Smad1","SMAD family member 1"
"chr8",82196419,82196948,530,"*","ZF11_Nfiabx_peak_6365",94,".",7.28356,12.9693,9.40496,371,"Intron (ENSMUST00000210654.1/ENSMUST00000210654.1, intron 4 of 11)",8,82331914,82344473,12560,2,"16168","ENSMUST00000209687.1",147525,"ENSMUSG00000031712","Il15","interleukin 15"
"chr8",83899375,83900120,746,"*","ZF11_Nfiabx_peak_6369",104,".",7.71201,14.1013,10.4844,426,"Promoter (<=1kb)",8,83900105,83941954,41850,1,"330814","ENSMUST00000141158.7",0,"ENSMUSG00000013033","Adgrl1","adhesion G protein-coupled receptor L1"
"chr8",83915821,83916394,574,"*","ZF11_Nfiabx_peak_6371",138,".",8.99734,17.6322,13.8819,208,"Intron (ENSMUST00000141158.7/330814, intron 2 of 22)",8,83923092,83930052,6961,1,"330814","ENSMUST00000139575.1",-6698,"ENSMUSG00000013033","Adgrl1","adhesion G protein-coupled receptor L1"
"chr8",83972684,83972945,262,"*","ZF11_Nfiabx_peak_6373",44,".",5.14134,7.71111,4.48386,103,"Promoter (<=1kb)",8,83972993,83996443,23451,1,"18747","ENSMUST00000005606.7",-48,"ENSMUSG00000005469","Prkaca","protein kinase, cAMP dependent, catalytic, alpha"
"chr8",84066421,84067180,760,"*","ZF11_Nfiabx_peak_6374",306,".",14.5671,34.7771,30.6817,235,"Promoter (<=1kb)",8,84066834,84096459,29626,1,"19724","ENSMUST00000211046.1",0,"ENSMUSG00000031706","Rfx1","regulatory factor X, 1 (influences HLA class II expression)"
"chr8",84104805,84105103,299,"*","ZF11_Nfiabx_peak_6375",44,".",5.14134,7.71111,4.48386,120,"Promoter (<=1kb)",8,84102754,84104768,2015,2,"212123","ENSMUST00000210625.1",-37,"ENSMUSG00000037103","Dcaf15","DDB1 and CUL4 associated factor 15"
"chr8",84237176,84237561,386,"*","ZF11_Nfiabx_peak_6376",138,".",8.99734,17.6322,13.8819,205,"Promoter (<=1kb)",8,84210678,84237055,26378,2,"212168","ENSMUST00000039480.6",-121,"ENSMUSG00000035671","Zswim4","zinc finger SWIM-type containing 4"
"chr8",84774536,84774862,327,"*","ZF11_Nfiabx_peak_6377",174,".",10.2827,21.3444,17.4888,163,"Promoter (<=1kb)",8,84708626,84774369,65744,2,"18032","ENSMUST00000109762.7",-167,"ENSMUSG00000001911","Nfix","nuclear factor I/X"
"chr8",84779763,84780164,402,"*","ZF11_Nfiabx_peak_6378",36,".",4.71289,6.75304,3.61141,83,"Intron (ENSMUST00000076715.12/18032, intron 1 of 8)",8,84708626,84774369,65744,2,"18032","ENSMUST00000109762.7",-5394,"ENSMUSG00000001911","Nfix","nuclear factor I/X"
"chr8",84788997,84789276,280,"*","ZF11_Nfiabx_peak_6379",27,".",4.28445,5.832,2.78434,222,"Intron (ENSMUST00000076715.12/18032, intron 1 of 8)",8,84713795,84800024,86230,2,"18032","ENSMUST00000126806.1",10748,"ENSMUSG00000001911","Nfix","nuclear factor I/X"
"chr8",84990067,84990532,466,"*","ZF11_Nfiabx_peak_6381",94,".",7.28356,12.9693,9.40496,339,"Promoter (<=1kb)",8,84990603,85003343,12741,1,"170833","ENSMUST00000209764.1",-71,"ENSMUSG00000052566","Hook2","hook microtubule tethering protein 2"
"chr8",85036503,85037034,532,"*","ZF11_Nfiabx_peak_6383",83,".",6.85512,11.8621,8.35364,175,"Promoter (<=1kb)",8,85036915,85057580,20666,1,"212999","ENSMUST00000093360.11",0,"ENSMUSG00000031691","Tnpo2","transportin 2 (importin 3, karyopherin beta 2b)"
"chr8",85299344,85299862,519,"*","ZF11_Nfiabx_peak_6384",104,".",7.71201,14.1013,10.4844,358,"Promoter (<=1kb)",8,85299632,85303734,4103,1,"56452","ENSMUST00000211597.1",0,"ENSMUSG00000031697","Orc6","origin recognition complex, subunit 6"
"chr8",86623876,86624265,390,"*","ZF11_Nfiabx_peak_6388",53,".",5.56978,8.70334,5.39692,83,"Promoter (<=1kb)",8,86624043,86716631,92589,1,"66887","ENSMUST00000034141.15",0,"ENSMUSG00000047866","Lonp2","lon peptidase 2, peroxisomal"
"chr8",87064400,87064671,272,"*","ZF11_Nfiabx_peak_6389",44,".",5.14134,7.71111,4.48386,187,"Distal Intergenic",8,87169747,87199839,30093,2,"100038706","ENSMUST00000183718.7",135168,"ENSMUSG00000099207","Gm10637","predicted gene 10637"
"chr8",87938320,87939093,774,"*","ZF11_Nfiabx_peak_6391",150,".",9.42579,18.8507,15.0624,559,"Intron (ENSMUST00000109655.8/94187, intron 1 of 7)",8,87783316,87944052,160737,2,"94187","ENSMUST00000173725.7",4959,"ENSMUSG00000045333","Zfp423","zinc finger protein 423"
"chr8",89042379,89043974,1596,"*","ZF11_Nfiabx_peak_6395",174,".",10.2827,21.3444,17.4888,364,"Promoter (<=1kb)",8,89027235,89044162,16928,2,"58198","ENSMUST00000034090.7",188,"ENSMUSG00000031665","Sall1","spalt like transcription factor 1"
"chr8",90869420,90870699,1280,"*","ZF11_Nfiabx_peak_6398",162,".",9.85423,20.0883,16.2653,381,"Intron (ENSMUST00000048665.7/109151, intron 2 of 39)",8,90849667,90872090,22424,1,"109151","ENSMUST00000211795.1",19753,"ENSMUSG00000056608","Chd9","chromodomain helicase DNA binding protein 9"
"chr8",92850182,92850727,546,"*","ZF11_Nfiabx_peak_6403",115,".",8.14045,15.2565,11.5908,260,"Exon (ENSMUST00000034187.8/17390, exon 12 of 13)",8,92855339,92919279,63941,1,"270084","ENSMUST00000046290.2",-4612,"ENSMUSG00000033192","Lpcat2","lysophosphatidylcholine acyltransferase 2"
"chr8",93571607,93572324,718,"*","ZF11_Nfiabx_peak_6404",94,".",7.28356,12.9693,9.40496,554,"Intron (ENSMUST00000212785.1/ENSMUST00000212785.1, intron 2 of 2)",8,93523155,93535830,12676,2,"67935","ENSMUST00000212722.1",-35777,"ENSMUSG00000058019","Ces5a","carboxylesterase 5A"
"chr8",93810468,93810714,247,"*","ZF11_Nfiabx_peak_6405",150,".",9.42579,18.8507,15.0624,228,"Promoter (<=1kb)",8,93810636,93811770,1135,1,"14681","ENSMUST00000125695.2",0,"ENSMUSG00000031748","Gnao1","guanine nucleotide binding protein, alpha O"
"chr8",93917384,93918630,1247,"*","ZF11_Nfiabx_peak_6406",334,".",15.424,37.6281,33.4995,812,"Intron (ENSMUST00000137202.7/14681, intron 3 of 5)",8,93896231,93968163,71933,1,"14681","ENSMUST00000127900.1",21153,"ENSMUSG00000031748","Gnao1","guanine nucleotide binding protein, alpha O"
"chr8",94118757,94119491,735,"*","ZF11_Nfiabx_peak_6408",73,".",6.42667,10.7808,7.3344,240,"Distal Intergenic",8,94137197,94139031,1835,1,"17752","ENSMUST00000034207.7",-17706,"ENSMUSG00000031757","Mt4","metallothionein 4"
"chr8",94152552,94152930,379,"*","ZF11_Nfiabx_peak_6409",27,".",4.28445,5.832,2.78434,90,"Promoter (<=1kb)",8,94152607,94154146,1540,1,"17751","ENSMUST00000034211.9",0,"ENSMUSG00000031760","Mt3","metallothionein 3"
"chr8",94154347,94155002,656,"*","ZF11_Nfiabx_peak_6410",162,".",9.85423,20.0883,16.2653,184,"Promoter (1-2kb)",8,94152746,94153985,1240,1,"17751","ENSMUST00000211915.1",1601,"ENSMUSG00000031760","Mt3","metallothionein 3"
"chr8",95080452,95081152,701,"*","ZF11_Nfiabx_peak_6416",150,".",9.42579,18.8507,15.0624,604,"Promoter (<=1kb)",8,95081186,95100211,19026,1,"74187","ENSMUST00000034239.8",-34,"ENSMUSG00000031787","Katnb1","katanin p80 (WD40-containing) subunit B 1"
"chr8",95142975,95144412,1438,"*","ZF11_Nfiabx_peak_6417",529,".",20.9938,57.2187,52.9308,458,"Promoter (<=1kb)",8,95099828,95142547,42720,2,"16582","ENSMUST00000034240.14",-428,"ENSMUSG00000031788","Kifc3","kinesin family member C3"
"chr8",95157059,95157389,331,"*","ZF11_Nfiabx_peak_6418",83,".",6.85512,11.8621,8.35364,111,"Intron (ENSMUST00000212424.1/16582, intron 1 of 4)",8,95099828,95142547,42720,2,"16582","ENSMUST00000034240.14",-14512,"ENSMUSG00000031788","Kifc3","kinesin family member C3"
"chr8",95331926,95332245,320,"*","ZF11_Nfiabx_peak_6420",115,".",8.14045,15.2565,11.5908,136,"Promoter (<=1kb)",8,95323011,95331950,8940,2,"79233","ENSMUST00000057717.7",0,"ENSMUSG00000046556","Zfp319","zinc finger protein 319"
"chr8",95434621,95435286,666,"*","ZF11_Nfiabx_peak_6421",63,".",5.99823,9.72728,6.34853,352,"Promoter (<=1kb)",8,95420249,95434757,14509,2,"14894","ENSMUST00000212731.1",0,"ENSMUSG00000031796","Cfap20","cilia and flagella associated protein 20"
"chr8",95807573,95808100,528,"*","ZF11_Nfiabx_peak_6422",199,".",11.1396,23.9088,19.9918,476,"Promoter (<=1kb)",8,95719458,95807464,88007,2,"234594","ENSMUST00000211887.1",-109,"ENSMUSG00000036550","Cnot1","CCR4-NOT transcription complex, subunit 1"
"chr8",95853430,95853936,507,"*","ZF11_Nfiabx_peak_6423",36,".",4.71289,6.75304,3.61141,421,"Promoter (<=1kb)",8,95835920,95853539,17620,2,"234595","ENSMUST00000040481.3",0,"ENSMUSG00000036534","Slc38a7","solute carrier family 38, member 7"
"chr8",103272463,103273181,719,"*","ZF11_Nfiabx_peak_6426",44,".",5.14134,7.71111,4.48386,321,"Intron (ENSMUST00000209324.1/ENSMUST00000209324.1, intron 2 of 3)",8,103343878,103347534,3657,2,"69794","ENSMUST00000209501.1",74353,"ENSMUSG00000110340","1600027J07Rik","RIKEN cDNA 1600027J07 gene"
"chr8",103699248,103699531,284,"*","ZF11_Nfiabx_peak_6428",104,".",7.71201,14.1013,10.4844,182,"Distal Intergenic",8,103603799,103680384,76586,1,"71058","ENSMUST00000211119.1",95449,"ENSMUSG00000110336","4933400L20Rik","RIKEN cDNA 4933400L20 gene"
"chr8",104076584,104077286,703,"*","ZF11_Nfiabx_peak_6429",63,".",5.99823,9.72728,6.34853,236,"Distal Intergenic",8,104101625,104144511,42887,1,"12562","ENSMUST00000034339.9",-24339,"ENSMUSG00000031871","Cdh5","cadherin 5"
"chr8",104340867,104341530,664,"*","ZF11_Nfiabx_peak_6431",94,".",7.28356,12.9693,9.40496,183,"Promoter (<=1kb)",8,104340716,104344367,3652,1,"68119","ENSMUST00000212399.1",151,"ENSMUSG00000031875","Cmtm3","CKLF-like MARVEL transmembrane domain containing 3"
"chr8",105152723,105153502,780,"*","ZF11_Nfiabx_peak_6433",225,".",11.9965,26.5385,22.5691,196,"Distal Intergenic",8,105170674,105217989,47316,1,"12400","ENSMUST00000052209.8",-17172,"ENSMUSG00000031885","Cbfb","core binding factor beta"
"chr8",105224840,105225030,191,"*","ZF11_Nfiabx_peak_6434",44,".",5.14134,7.71111,4.48386,180,"Promoter (<=1kb)",8,105225145,105253053,27909,1,"234678","ENSMUST00000034361.9",-115,"ENSMUSG00000031889","Phaf1","phagosome assembly factor 1"
"chr8",105701112,105701388,277,"*","ZF11_Nfiabx_peak_6439",44,".",5.14134,7.71111,4.48386,38,"Promoter (<=1kb)",8,105701148,105702923,1776,1,"56513","ENSMUST00000212634.1",0,"ENSMUSG00000005699","Pard6a","par-6 family cell polarity regulator alpha"
"chr8",105827095,105827684,590,"*","ZF11_Nfiabx_peak_6440",279,".",13.7102,31.9764,27.9182,422,"Promoter (<=1kb)",8,105768308,105827350,59043,2,"74334","ENSMUST00000041400.5",0,"ENSMUSG00000037415","Ranbp10","RAN binding protein 10"
"chr8",105860351,105860920,570,"*","ZF11_Nfiabx_peak_6441",115,".",8.14045,15.2565,11.5908,313,"Promoter (<=1kb)",8,105860580,105879330,18751,1,"68051","ENSMUST00000008594.8",0,"ENSMUSG00000008450","Nutf2","nuclear transport factor 2"
"chr8",105937225,105937474,250,"*","ZF11_Nfiabx_peak_6442",36,".",4.71289,6.75304,3.61141,62,"Promoter (<=1kb)",8,105935736,105937038,1303,2,"19171","ENSMUST00000212686.1",-187,"ENSMUSG00000031897","Psmb10","proteasome (prosome, macropain) subunit, beta type 10"
"chr8",105943593,105943951,359,"*","ZF11_Nfiabx_peak_6443",83,".",6.85512,11.8621,8.35364,96,"Promoter (<=1kb)",8,105939551,105943382,3832,2,"16816","ENSMUST00000038896.7",-211,"ENSMUSG00000035237","Lcat","lecithin cholesterol acyltransferase"
"chr8",105950989,105951640,652,"*","ZF11_Nfiabx_peak_6444",73,".",6.42667,10.7808,7.3344,401,"Promoter (<=1kb)",8,105951637,105951699,63,2,"102465651","ENSMUST00000183884.1",59,"ENSMUSG00000099131","Mir7074","microRNA 7074"
"chr8",106283006,106283209,204,"*","ZF11_Nfiabx_peak_6446",44,".",5.14134,7.71111,4.48386,140,"Promoter (2-3kb)",8,106254890,106280978,26089,2,"58994","ENSMUST00000212896.1",-2028,"ENSMUSG00000031906","Smpd3","sphingomyelin phosphodiesterase 3, neutral"
"chr8",107205398,107206331,934,"*","ZF11_Nfiabx_peak_6447",378,".",16.7093,41.9929,37.8207,569,"Distal Intergenic",8,107165915,107185990,20076,1,"66427","ENSMUST00000212920.1",39483,"ENSMUSG00000031924","Cyb5b","cytochrome b5 type B"
"chr8",110715968,110716370,403,"*","ZF11_Nfiabx_peak_6452",44,".",5.14134,7.71111,4.48386,369,"Intron (ENSMUST00000213003.1/234729, intron 18 of 18)",8,110721476,110741400,19925,1,"244654","ENSMUST00000052457.14",-5106,"ENSMUSG00000033763","Mtss2","MTSS I-BAR domain containing 2"
"chr8",110725063,110725907,845,"*","ZF11_Nfiabx_peak_6454",378,".",16.7093,41.9929,37.8207,438,"Promoter (<=1kb)",8,110725726,110739935,14210,1,"244654","ENSMUST00000144041.7",0,"ENSMUSG00000033763","Mtss2","MTSS I-BAR domain containing 2"
"chr8",110919392,110919796,405,"*","ZF11_Nfiabx_peak_6455",422,".",17.9947,46.4565,42.2446,229,"Promoter (<=1kb)",8,110919922,110969823,49902,1,"20444","ENSMUST00000117534.7",-126,"ENSMUSG00000031749","St3gal2","ST3 beta-galactoside alpha-2,3-sialyltransferase 2"
"chr8",111716806,111717086,281,"*","ZF11_Nfiabx_peak_6457",36,".",4.71289,6.75304,3.61141,258,"Intron (ENSMUST00000166232.3/12927, intron 2 of 6)",8,111719392,111732105,12714,2,"12927","ENSMUST00000212147.1",15019,"ENSMUSG00000031955","Bcar1","breast cancer anti-estrogen resistance 1"
"chr8",113635019,113635766,748,"*","ZF11_Nfiabx_peak_6459",115,".",8.14045,15.2565,11.5908,506,"Promoter (<=1kb)",8,113635587,113643806,8220,1,"270096","ENSMUST00000179926.8",0,"ENSMUSG00000078908","Mon1b","MON1 homolog B, secretory traffciking associated"
"chr8",116863457,116863783,327,"*","ZF11_Nfiabx_peak_6463",27,".",4.28445,5.832,2.78434,98,"Distal Intergenic",8,116888685,116894524,5840,2,"66531","ENSMUST00000155260.1",30741,"ENSMUSG00000014633","Cmc2","C-X9-C motif containing 2"
"chr8",116978699,116978971,273,"*","ZF11_Nfiabx_peak_6465",104,".",7.71201,14.1013,10.4844,200,"Promoter (<=1kb)",8,116969594,116978943,9350,2,"69528","ENSMUST00000070577.6",0,"ENSMUSG00000031847","1700030J22Rik","RIKEN cDNA 1700030J22 gene"
"chr8",116993345,116993623,279,"*","ZF11_Nfiabx_peak_6466",36,".",4.71289,6.75304,3.61141,88,"Promoter (<=1kb)",8,116981810,116993537,11728,2,"68133","ENSMUST00000040484.5",0,"ENSMUSG00000034424","Gcsh","glycine cleavage system protein H (aminomethyl carrier)"
"chr8",119558545,119558888,344,"*","ZF11_Nfiabx_peak_6468",83,".",6.85512,11.8621,8.35364,116,"Promoter (<=1kb)",8,119508156,119558705,50550,2,"56453","ENSMUST00000212601.1",0,"ENSMUSG00000031835","Mbtps1","membrane-bound transcription factor peptidase, site 1"
"chr8",119634921,119635510,590,"*","ZF11_Nfiabx_peak_6469",53,".",5.56978,8.70334,5.39692,426,"Promoter (<=1kb)",8,119623854,119635346,11493,2,"66733","ENSMUST00000164382.1",0,"ENSMUSG00000045246","Kcng4","potassium voltage-gated channel, subfamily G, member 4"
"chr8",120046186,120046721,536,"*","ZF11_Nfiabx_peak_6470",44,".",5.14134,7.71111,4.48386,81,"Intron (ENSMUST00000127664.1/108148, intron 1 of 15)",8,120030792,120050471,19680,1,"78892","ENSMUST00000144801.1",15394,"ENSMUSG00000031825","Crispld2","cysteine-rich secretory protein LCCL domain containing 2"
"chr8",120186270,120186776,507,"*","ZF11_Nfiabx_peak_6472",162,".",9.85423,20.0883,16.2653,229,"Intron (ENSMUST00000127664.1/108148, intron 1 of 15)",8,120166397,120177466,11070,2,"436062","ENSMUST00000048786.12",-8804,"ENSMUSG00000042269","Cibar2","CBY1 interacting BAR domain containing 2"
"chr8",120190559,120191464,906,"*","ZF11_Nfiabx_peak_6473",162,".",9.85423,20.0883,16.2653,439,"Intron (ENSMUST00000127664.1/108148, intron 1 of 15)",8,120166397,120177466,11070,2,"436062","ENSMUST00000048786.12",-13093,"ENSMUSG00000042269","Cibar2","CBY1 interacting BAR domain containing 2"
"chr8",120270535,120270888,354,"*","ZF11_Nfiabx_peak_6474",63,".",5.99823,9.72728,6.34853,159,"Intron (ENSMUST00000127664.1/108148, intron 1 of 15)",8,120228456,120553634,325179,1,"382034","ENSMUST00000180448.2",42079,"ENSMUSG00000031822","Gse1","genetic suppressor element 1, coiled-coil protein"
"chr8",120292248,120292666,419,"*","ZF11_Nfiabx_peak_6475",53,".",5.56978,8.70334,5.39692,383,"Intron (ENSMUST00000127664.1/108148, intron 1 of 15)",8,120228456,120553634,325179,1,"382034","ENSMUST00000180448.2",63792,"ENSMUSG00000031822","Gse1","genetic suppressor element 1, coiled-coil protein"
"chr8",120368744,120369206,463,"*","ZF11_Nfiabx_peak_6477",63,".",5.99823,9.72728,6.34853,235,"Intron (ENSMUST00000127664.1/108148, intron 1 of 15)",8,120488447,120581390,92944,1,"382034","ENSMUST00000034279.15",-119241,"ENSMUSG00000031822","Gse1","genetic suppressor element 1, coiled-coil protein"
"chr8",120382220,120383209,990,"*","ZF11_Nfiabx_peak_6478",252,".",12.8533,29.229,25.213,368,"Intron (ENSMUST00000127664.1/108148, intron 1 of 15)",8,120488447,120581390,92944,1,"382034","ENSMUST00000034279.15",-105238,"ENSMUSG00000031822","Gse1","genetic suppressor element 1, coiled-coil protein"
"chr8",120416662,120417276,615,"*","ZF11_Nfiabx_peak_6479",127,".",8.5689,16.4338,12.7248,372,"Intron (ENSMUST00000127664.1/108148, intron 1 of 15)",8,120488447,120581390,92944,1,"382034","ENSMUST00000034279.15",-71171,"ENSMUSG00000031822","Gse1","genetic suppressor element 1, coiled-coil protein"
"chr8",120465522,120466230,709,"*","ZF11_Nfiabx_peak_6482",83,".",6.85512,11.8621,8.35364,374,"Intron (ENSMUST00000127664.1/108148, intron 1 of 15)",8,120488447,120581390,92944,1,"382034","ENSMUST00000034279.15",-22217,"ENSMUSG00000031822","Gse1","genetic suppressor element 1, coiled-coil protein"
"chr8",120504258,120504689,432,"*","ZF11_Nfiabx_peak_6484",53,".",5.56978,8.70334,5.39692,158,"Intron (ENSMUST00000127664.1/108148, intron 1 of 15)",8,120488447,120581390,92944,1,"382034","ENSMUST00000034279.15",15811,"ENSMUSG00000031822","Gse1","genetic suppressor element 1, coiled-coil protein"
"chr8",120619336,120619960,625,"*","ZF11_Nfiabx_peak_6485",225,".",11.9965,26.5385,22.5691,149,"Intron (ENSMUST00000127664.1/108148, intron 1 of 15)",8,120608935,120634363,25429,2,"68918","ENSMUST00000144417.1",14403,"ENSMUSG00000043687","1190005I06Rik","RIKEN cDNA 1190005I06 gene"
"chr8",120644663,120645079,417,"*","ZF11_Nfiabx_peak_6486",104,".",7.71201,14.1013,10.4844,193,"Promoter (2-3kb)",8,120608801,120647632,38832,2,"68918","ENSMUST00000180677.1",2553,"ENSMUSG00000043687","1190005I06Rik","RIKEN cDNA 1190005I06 gene"
"chr8",121653091,121653456,366,"*","ZF11_Nfiabx_peak_6488",73,".",6.42667,10.7808,7.3344,60,"Promoter (<=1kb)",8,121598703,121652901,54199,2,"142682","ENSMUST00000046386.4",-190,"ENSMUSG00000061410","Zcchc14","zinc finger, CCHC domain containing 14"
"chr8",121812120,121812336,217,"*","ZF11_Nfiabx_peak_6489",138,".",8.99734,17.6322,13.8819,98,"Intron (ENSMUST00000127664.1/108148, intron 1 of 15)",8,121798183,121805320,7138,2,"234825","ENSMUST00000172507.1",-6800,"ENSMUSG00000040263","Klhdc4","kelch domain containing 4"
"chr8",121935257,121935817,561,"*","ZF11_Nfiabx_peak_6490",94,".",7.28356,12.9693,9.40496,147,"Intron (ENSMUST00000127664.1/108148, intron 1 of 15)",8,121918054,121927474,9421,2,"12352","ENSMUST00000151462.1",-7783,"ENSMUSG00000025317","Car5a","carbonic anhydrase 5a, mitochondrial"
"chr8",121947692,121948208,517,"*","ZF11_Nfiabx_peak_6491",53,".",5.56978,8.70334,5.39692,65,"Promoter (1-2kb)",8,121949750,121997183,47434,1,"53325","ENSMUST00000172628.7",-1542,"ENSMUSG00000025316","Banp","BTG3 associated nuclear protein"
"chr8",121949982,121950686,705,"*","ZF11_Nfiabx_peak_6492",292,".",14.1387,33.3703,29.2935,337,"Promoter (<=1kb)",8,121950492,122026177,75686,1,"53325","ENSMUST00000093078.12",0,"ENSMUSG00000025316","Banp","BTG3 associated nuclear protein"
"chr8",122281429,122282022,594,"*","ZF11_Nfiabx_peak_6493",212,".",11.568,25.2158,21.2721,193,"Promoter (<=1kb)",8,122282141,122337251,55111,1,"22761","ENSMUST00000054052.14",-119,"ENSMUSG00000049577","Zfpm1","zinc finger protein, multitype 1"
"chr8",122347981,122348277,297,"*","ZF11_Nfiabx_peak_6494",115,".",8.14045,15.2565,11.5908,163,"Intron (ENSMUST00000127664.1/108148, intron 1 of 15)",8,122356967,122360746,3780,2,"170732","ENSMUST00000044123.1",12469,"ENSMUSG00000039079","Trhr2","thyrotropin releasing hormone receptor 2"
"chr8",122611515,122611861,347,"*","ZF11_Nfiabx_peak_6496",44,".",5.14134,7.71111,4.48386,70,"Promoter (<=1kb)",8,122611640,122614270,2631,1,"59005","ENSMUST00000212477.1",0,"ENSMUSG00000015013","Trappc2l","trafficking protein particle complex 2L"
"chr8",124621018,124621913,896,"*","ZF11_Nfiabx_peak_6498",252,".",12.8533,29.229,25.213,485,"Distal Intergenic",8,124613440,124614626,1187,1,"73647","ENSMUST00000133583.1",7578,"ENSMUSG00000031981","Capn9","calpain 9"
